subject,professor,room,weekday,start_time,end_tim
존재와역사명작세미나,장운혁,501-109(학림관 J111 강의실_스마트),월,09:00,10:30
존재와역사명작세미나,장운혁,501-109(학림관 J111 강의실_스마트),목,10:30,12:00
존재와역사명작세미나,장운혁,501-109(학림관 J111 강의실_스마트),목,10:30,12:00
존재와역사명작세미나,손윤락,408-321(정보문화관Q Q301 강의실),월,10:30,12:00
존재와역사명작세미나,손윤락,408-321(정보문화관Q Q301 강의실),월,10:30,12:00
존재와역사명작세미나,손윤락,408-321(정보문화관Q Q301 강의실),목,09:00,10:30
존재와역사명작세미나,손윤락,408-321(정보문화관Q Q301 강의실),목,09:00,10:30
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),월,13:30,15:00
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),월,13:30,15:00
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),목,13:30,15:00
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),목,13:30,15:00
존재와역사명작세미나,박민미,303-143(법학/만해관 B158 강의실),월,13:30,15:00
존재와역사명작세미나,박민미,303-143(법학/만해관 B158 강의실),월,13:30,15:00
존재와역사명작세미나,박민미,303-143(법학/만해관 B158 강의실),목,13:30,15:00
존재와역사명작세미나,박민미,303-143(법학/만해관 B158 강의실),목,13:30,15:00
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),월,13:30,15:00
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),월,13:30,15:00
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),목,13:30,15:00
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),목,13:30,15:00
존재와역사명작세미나,이석주,407-B108(정보문화관P P203 강의실),월,13:30,15:00
존재와역사명작세미나,이석주,407-B108(정보문화관P P203 강의실),월,13:30,15:00
존재와역사명작세미나,이석주,407-B108(정보문화관P P203 강의실),목,13:30,15:00
존재와역사명작세미나,이석주,407-B108(정보문화관P P203 강의실),목,13:30,15:00
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),월,15:00,16:30
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),월,15:00,16:30
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),목,15:00,16:30
존재와역사명작세미나,이원석,501-333(학림관 J301 강의실),목,15:00,16:30
존재와역사명작세미나,이석주,408-329(정보문화관Q Q302 강의실),월,15:00,16:30
존재와역사명작세미나,이석주,408-329(정보문화관Q Q302 강의실),월,15:00,16:30
존재와역사명작세미나,이석주,408-329(정보문화관Q Q302 강의실),목,15:00,16:30
존재와역사명작세미나,이석주,408-329(정보문화관Q Q302 강의실),목,15:00,16:30
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),월,15:00,16:30
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),월,15:00,16:30
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),목,15:00,16:30
존재와역사명작세미나,심인보,501-314(학림관 J314 강의실),목,15:00,16:30
존재와역사명작세미나,이미정,407-109(정보문화관P P304 강의실),월,15:00,16:30
존재와역사명작세미나,이미정,407-109(정보문화관P P304 강의실),월,15:00,16:30
존재와역사명작세미나,이미정,407-109(정보문화관P P304 강의실),목,15:00,16:30
존재와역사명작세미나,이미정,407-109(정보문화관P P304 강의실),목,15:00,16:30
존재와역사명작세미나,손윤락,407-B108(정보문화관P P203 강의실),화,09:00,10:30
존재와역사명작세미나,손윤락,407-B108(정보문화관P P203 강의실),화,09:00,10:30
존재와역사명작세미나,손윤락,407-B108(정보문화관P P203 강의실),금,10:30,12:00
존재와역사명작세미나,손윤락,407-B108(정보문화관P P203 강의실),금,10:30,12:00
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),화,09:00,10:30
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),화,09:00,10:30
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),금,10:30,12:00
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),금,10:30,12:00
존재와역사명작세미나,황인욱,407-121(정보문화관P P305 강의실_스마트),화,10:30,12:00
존재와역사명작세미나,황인욱,407-121(정보문화관P P305 강의실_스마트),화,10:30,12:00
존재와역사명작세미나,황인욱,407-121(정보문화관P P305 강의실_스마트),금,09:00,10:30
존재와역사명작세미나,황인욱,407-121(정보문화관P P305 강의실_스마트),금,09:00,10:30
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),화,10:30,12:00
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),화,10:30,12:00
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),금,09:00,10:30
존재와역사명작세미나,이원석,501-142(학림관 J104 강의실),금,09:00,10:30
존재와역사명작세미나,심인보,407-B108(정보문화관P P203 강의실),월,18:00,20:30
존재와역사명작세미나,이석주,407-B127(정보문화관P P207 강의실),화,19:40,22:20
존재와역사명작세미나,장운혁,1102-218(종합강의동 218 강의실),금,09:00,12:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,09:00,10:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,09:00,10:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,10:30,12:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),월,09:00,10:30
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),월,09:00,10:30
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),목,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),목,10:30,12:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,10:30,12:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,10:30,12:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,09:00,10:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,09:00,10:30
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),월,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),월,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),목,09:00,10:30
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),목,09:00,10:30
경제와사회명작세미나,김철용,102-362(학술/문화관 K362 362 강의실),월,13:30,15:00
경제와사회명작세미나,김철용,102-362(학술/문화관 K362 362 강의실),월,13:30,15:00
경제와사회명작세미나,김철용,102-362(학술/문화관 K362 362 강의실),목,13:30,15:00
경제와사회명작세미나,김철용,102-362(학술/문화관 K362 362 강의실),목,13:30,15:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,13:30,15:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,13:30,15:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,13:30,15:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,13:30,15:00
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),월,13:30,15:00
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),월,13:30,15:00
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),목,13:30,15:00
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),목,13:30,15:00
경제와사회명작세미나,신현탁,202-378(사회과학/경영관 L302 강의실),월,13:30,15:00
경제와사회명작세미나,신현탁,202-378(사회과학/경영관 L302 강의실),월,13:30,15:00
경제와사회명작세미나,신현탁,202-378(사회과학/경영관 L302 강의실),목,13:30,15:00
경제와사회명작세미나,신현탁,202-378(사회과학/경영관 L302 강의실),목,13:30,15:00
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,15:00,16:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),월,15:00,16:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,15:00,16:30
경제와사회명작세미나,이광근,501-316(학림관 J315 강의실),목,15:00,16:30
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),월,15:00,16:30
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),월,15:00,16:30
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),목,15:00,16:30
경제와사회명작세미나,이상호,102-221(학술/문화관 K221 221 강의실),목,15:00,16:30
경제와사회명작세미나,박연진,201-111(사회과학/경영관 M111 강의실),월,15:00,16:30
경제와사회명작세미나,박연진,201-111(사회과학/경영관 M111 강의실),월,15:00,16:30
경제와사회명작세미나,박연진,201-111(사회과학/경영관 M111 강의실),목,15:00,16:30
경제와사회명작세미나,박연진,201-111(사회과학/경영관 M111 강의실),목,15:00,16:30
경제와사회명작세미나,김철용,501-304(학림관 J311 강의실),화,09:00,10:30
경제와사회명작세미나,김철용,501-304(학림관 J311 강의실),화,09:00,10:30
경제와사회명작세미나,김철용,501-304(학림관 J311 강의실),금,10:30,12:00
경제와사회명작세미나,김철용,501-304(학림관 J311 강의실),금,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),화,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),화,10:30,12:00
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),금,09:00,10:30
경제와사회명작세미나,김승연,501-304(학림관 J311 강의실),금,09:00,10:30
경제와사회명작세미나,이상호,407-106(정보문화관P P303 정보 PBL_스마트),수,18:00,20:30
경제와사회명작세미나,김한창,407-109(정보문화관P P304 강의실),화,19:40,22:20
경제와사회명작세미나,신현탁,1102-219(종합강의동 219 강의실),화,13:00,16:00
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),월,09:00,10:30
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),월,09:00,10:30
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),목,10:30,12:00
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),목,10:30,12:00
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),월,10:30,12:00
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),월,10:30,12:00
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),목,09:00,10:30
자연과기술명작세미나,유보영,407-B108(정보문화관P P203 강의실),목,09:00,10:30
자연과기술명작세미나,강윤재,501-142(학림관 J104 강의실),월,10:30,12:00
자연과기술명작세미나,강윤재,501-142(학림관 J104 강의실),월,10:30,12:00
자연과기술명작세미나,강윤재,501-142(학림관 J104 강의실),목,09:00,10:30
자연과기술명작세미나,강윤재,501-142(학림관 J104 강의실),목,09:00,10:30
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),월,13:30,15:00
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),월,13:30,15:00
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),목,13:30,15:00
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),목,13:30,15:00
자연과기술명작세미나,손향구,407-105(정보문화관P P301 정보 PBL),월,13:30,15:00
자연과기술명작세미나,손향구,407-105(정보문화관P P301 정보 PBL),월,13:30,15:00
자연과기술명작세미나,손향구,407-105(정보문화관P P301 정보 PBL),목,13:30,15:00
자연과기술명작세미나,손향구,407-105(정보문화관P P301 정보 PBL),목,13:30,15:00
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),월,13:30,15:00
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),월,13:30,15:00
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),목,13:30,15:00
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),목,13:30,15:00
자연과기술명작세미나,김지연,102-311(학술/문화관 K311 311 강의실),월,13:30,15:00
자연과기술명작세미나,김지연,102-311(학술/문화관 K311 311 강의실),월,13:30,15:00
자연과기술명작세미나,김지연,102-311(학술/문화관 K311 311 강의실),목,13:30,15:00
자연과기술명작세미나,김지연,102-311(학술/문화관 K311 311 강의실),목,13:30,15:00
자연과기술명작세미나,김지연,407-B108(정보문화관P P203 강의실),월,15:00,16:30
자연과기술명작세미나,김지연,407-B108(정보문화관P P203 강의실),월,15:00,16:30
자연과기술명작세미나,김지연,407-B108(정보문화관P P203 강의실),목,15:00,16:30
자연과기술명작세미나,김지연,407-B108(정보문화관P P203 강의실),목,15:00,16:30
자연과기술명작세미나,손향구,501-142(학림관 J104 강의실),월,15:00,16:30
자연과기술명작세미나,손향구,501-142(학림관 J104 강의실),월,15:00,16:30
자연과기술명작세미나,손향구,501-142(학림관 J104 강의실),목,15:00,16:30
자연과기술명작세미나,손향구,501-142(학림관 J104 강의실),목,15:00,16:30
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),월,15:00,16:30
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),월,15:00,16:30
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),목,15:00,16:30
자연과기술명작세미나,강윤재,501-304(학림관 J311 강의실),목,15:00,16:30
자연과기술명작세미나,정연정,407-105(정보문화관P P301 정보 PBL),월,15:00,16:30
자연과기술명작세미나,정연정,407-105(정보문화관P P301 정보 PBL),월,15:00,16:30
자연과기술명작세미나,정연정,407-105(정보문화관P P301 정보 PBL),목,15:00,16:30
자연과기술명작세미나,정연정,407-105(정보문화관P P301 정보 PBL),목,15:00,16:30
자연과기술명작세미나,손향구,407-109(정보문화관P P304 강의실),화,10:30,12:00
자연과기술명작세미나,손향구,407-109(정보문화관P P304 강의실),화,10:30,12:00
자연과기술명작세미나,손향구,407-109(정보문화관P P304 강의실),금,09:00,10:30
자연과기술명작세미나,손향구,407-109(정보문화관P P304 강의실),금,09:00,10:30
자연과기술명작세미나,민수홍,501-413(학림관 J414 강의실),월,09:00,10:30
자연과기술명작세미나,민수홍,501-413(학림관 J414 강의실),월,09:00,10:30
자연과기술명작세미나,민수홍,501-413(학림관 J414 강의실),목,10:30,12:00
자연과기술명작세미나,민수홍,501-413(학림관 J414 강의실),목,10:30,12:00
자연과기술명작세미나,강윤재,102-352(학술/문화관 K352 352 강의실),목,18:00,20:30
자연과기술명작세미나,손향구,102-221(학술/문화관 K221 221 강의실),화,19:40,22:20
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),월,15:00,16:30
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),월,15:00,16:30
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),목,15:00,16:30
자연과기술명작세미나,한광희,407-121(정보문화관P P305 강의실_스마트),목,15:00,16:30
자연과기술명작세미나,민수홍,501-415(학림관 J415 강의실),월,10:30,12:00
자연과기술명작세미나,민수홍,501-415(학림관 J415 강의실),월,10:30,12:00
자연과기술명작세미나,민수홍,501-415(학림관 J415 강의실),목,09:00,10:30
자연과기술명작세미나,민수홍,501-415(학림관 J415 강의실),목,09:00,10:30
자연과기술명작세미나,이태희,1102-218(종합강의동 218 강의실),월,09:00,12:00
자연과기술명작세미나,이태희,1102-218(종합강의동 218 강의실),목,13:00,16:00
문화와예술명작세미나,서희원,407-109(정보문화관P P304 강의실),월,09:00,10:30
문화와예술명작세미나,서희원,407-109(정보문화관P P304 강의실),월,09:00,10:30
문화와예술명작세미나,서희원,407-109(정보문화관P P304 강의실),목,10:30,12:00
문화와예술명작세미나,서희원,407-109(정보문화관P P304 강의실),목,10:30,12:00
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),월,10:30,12:00
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),월,10:30,12:00
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),목,09:00,10:30
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),목,09:00,10:30
문화와예술명작세미나,최현숙,501-142(학림관 J104 강의실),월,09:00,10:30
문화와예술명작세미나,최현숙,501-142(학림관 J104 강의실),월,09:00,10:30
문화와예술명작세미나,최현숙,501-142(학림관 J104 강의실),목,10:30,12:00
문화와예술명작세미나,최현숙,501-142(학림관 J104 강의실),목,10:30,12:00
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),월,09:00,10:30
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),월,09:00,10:30
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),목,10:30,12:00
문화와예술명작세미나,신덕용,407-106(정보문화관P P303 정보 PBL_스마트),목,10:30,12:00
문화와예술명작세미나,서희원,407-B127(정보문화관P P207 강의실),월,10:30,12:00
문화와예술명작세미나,서희원,407-B127(정보문화관P P207 강의실),월,10:30,12:00
문화와예술명작세미나,서희원,407-B127(정보문화관P P207 강의실),목,09:00,10:30
문화와예술명작세미나,서희원,407-B127(정보문화관P P207 강의실),목,09:00,10:30
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),월,13:30,15:00
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),월,13:30,15:00
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),목,13:30,15:00
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),목,13:30,15:00
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),월,13:30,15:00
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),월,13:30,15:00
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),목,13:30,15:00
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),목,13:30,15:00
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),월,13:30,15:00
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),월,13:30,15:00
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),목,13:30,15:00
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),목,13:30,15:00
문화와예술명작세미나,김성규,307-333(명진관 A333 강의실),월,15:00,16:30
문화와예술명작세미나,김성규,307-333(명진관 A333 강의실),월,15:00,16:30
문화와예술명작세미나,김성규,307-333(명진관 A333 강의실),목,15:00,16:30
문화와예술명작세미나,김성규,307-333(명진관 A333 강의실),목,15:00,16:30
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),월,15:00,16:30
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),월,15:00,16:30
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),목,15:00,16:30
문화와예술명작세미나,정윤길,102-357(학술/문화관 K357 357 강의실),목,15:00,16:30
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),월,15:00,16:30
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),월,15:00,16:30
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),목,15:00,16:30
문화와예술명작세미나,서희원,102-361(학술/문화관 K361 361 강의실),목,15:00,16:30
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),월,15:00,16:30
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),월,15:00,16:30
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),목,15:00,16:30
문화와예술명작세미나,문경연,407-106(정보문화관P P303 정보 PBL_스마트),목,15:00,16:30
문화와예술명작세미나,신덕용,408-329(정보문화관Q Q302 강의실),화,09:00,10:30
문화와예술명작세미나,신덕용,408-329(정보문화관Q Q302 강의실),화,09:00,10:30
문화와예술명작세미나,신덕용,408-329(정보문화관Q Q302 강의실),금,10:30,12:00
문화와예술명작세미나,신덕용,408-329(정보문화관Q Q302 강의실),금,10:30,12:00
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),화,09:00,10:30
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),화,09:00,10:30
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),금,10:30,12:00
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),금,10:30,12:00
문화와예술명작세미나,최현숙,407-B108(정보문화관P P203 강의실),화,10:30,12:00
문화와예술명작세미나,최현숙,407-B108(정보문화관P P203 강의실),화,10:30,12:00
문화와예술명작세미나,최현숙,407-B108(정보문화관P P203 강의실),금,09:00,10:30
문화와예술명작세미나,최현숙,407-B108(정보문화관P P203 강의실),금,09:00,10:30
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),화,10:30,12:00
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),화,10:30,12:00
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),금,09:00,10:30
문화와예술명작세미나,허병식,501-316(학림관 J315 강의실),금,09:00,10:30
문화와예술명작세미나,정윤길,407-B108(정보문화관P P203 강의실),화,18:00,20:30
문화와예술명작세미나,정창훈,1102-218(종합강의동 218 강의실),화,13:00,16:00
문화와예술명작세미나,정영효,1102-132(종합강의동 132 세미나실1),수,09:00,12:00
아시아의사회와문화,최경아,501-314(학림관 J314 강의실),월,11:00,13:00
아시아의사회와문화,최지수,202-378(사회과학/경영관 L302 강의실),화,09:00,11:00
아시아의사회와문화,최지수,201-117(사회과학/경영관 M117 강의실),목,11:00,13:00
아시아의사회와문화,최경아,1102-209(종합강의동 209 강의실),목,14:00,16:00
아메리카의사회와문화,윤영도,407-B127(정보문화관P P207 강의실),월,14:00,16:00
아메리카의사회와문화,윤영도,407-109(정보문화관P P304 강의실),수,16:00,18:00
아메리카의사회와문화,윤영도,407-B127(정보문화관P P207 강의실),목,16:00,18:00
아메리카의사회와문화,남진희,501-109(학림관 J111 강의실_스마트),금,10:00,12:00
아메리카의사회와문화,남진희,501-109(학림관 J111 강의실_스마트),금,12:00,14:00
아메리카의사회와문화,남진희,1104-B144(상영바이오관  바이오 PBL),화,13:00,15:00
유럽의사회와문화,봉일원,408-321(정보문화관Q Q301 강의실),화,11:00,13:00
유럽의사회와문화,봉일원,408-321(정보문화관Q Q301 강의실),화,14:00,16:00
유럽의사회와문화,봉일원,408-321(정보문화관Q Q301 강의실),화,16:00,18:00
유럽의사회와문화,홍웅호,501-415(학림관 J415 강의실),수,14:00,16:00
유럽의사회와문화,이상욱,501-109(학림관 J111 강의실_스마트),월,17:00,18:50
유럽의사회와문화,홍웅호,1102-219(종합강의동 219 강의실),수,09:00,11:00
아프리카의사회와문화,김유원,407-B127(정보문화관P P207 강의실),목,14:00,16:00
아프리카의사회와문화,김유원,501-314(학림관 J314 강의실),월,09:00,11:00
아프리카의사회와문화,김유원,1102-219(종합강의동 219 강의실),목,09:00,11:00
BasicEAS,박효진,307-111(명진관 A111 명진PBL),월,09:00,11:00
BasicEAS,최진범,102-456(학술/문화관 K456 456 강의실),월,09:00,11:00
BasicEAS,안삼경,102-458(학술/문화관 K458 458 강의실),월,13:30,15:30
BasicEAS,김지선,102-443(학술/문화관 K443 443 강의실),화,09:00,11:00
BasicEAS,한미애,102-456(학술/문화관 K456 456 강의실),화,09:00,11:00
BasicEAS,김지희,102-441(학술/문화관 K441 441 강의실),수,09:00,11:00
BasicEAS,한미애,102-443(학술/문화관 K443 443 강의실),수,09:00,11:00
BasicEAS,손윤희,102-362(학술/문화관 K362 362 강의실),목,09:00,11:00
BasicEAS,김민서,202-571(사회과학/경영관 L501 강의실),목,13:30,15:30
BasicEAS,방찬혁,102-458(학술/문화관 K458 458 강의실),목,13:30,15:30
BasicEAS,이광임,102-241(학술/문화관 K241 241 강의실),목,09:00,11:00
BasicEAS,김종갑,202-174(사회과학/경영관 L101 강의실),월,18:50,20:30
BasicEAS,박효진,102-456(학술/문화관 K456 456 강의실),목,18:50,20:30
BasicEAS,이난희,102-439(학술/문화관 K439 439 강의실),수,09:00,11:00
BasicEAS,안삼경,501-350(학림관 J309 강의실),수,12:00,14:00
EAS1,찰스크로이터,207-105(혜화관 105 105 강의실),월,12:00,14:00
EAS1,브라이언오라스,207-104(혜화관 104 104 강의실),월,10:00,12:00
EAS1,브라이언킨,201-134(사회과학/경영관 M134 강의실),월,10:30,12:30
EAS1,션커멘,102-441(학술/문화관 K441 441 강의실),목,10:00,12:00
EAS1,키난페건,102-462(학술/문화관 K462 462 강의실),금,15:00,17:00
EAS1,키난페건,207-105(혜화관 105 105 강의실),화,15:30,17:30
EAS1,키난페건,207-106(혜화관 106 106 강의실),수,16:00,18:00
EAS1,크레이그블리스,102-441(학술/문화관 K441 441 강의실),월,12:00,14:00
EAS1,브라이언킨,207-106(혜화관 106 106 강의실),수,11:00,13:00
EAS1,사무엘맥도널드,102-456(학술/문화관 K456 456 강의실),수,11:00,13:00
EAS1,게럿파월,207-105(혜화관 105 105 강의실),수,11:00,13:00
EAS1,쟌아다마,207-106(혜화관 106 106 강의실),월,13:30,15:30
EAS1,김명숙,207-112(혜화관 112 112 강의실),월,13:30,15:30
EAS1,마이클오코넬,207-105(혜화관 105 105 강의실),목,13:30,15:30
EAS1,데미안,207-512(혜화관 512 512 강의실),목,13:30,15:30
EAS1,데미안,102-445(학술/문화관 K445 445 강의실),월,15:00,17:00
EAS1,지나한,207-623(혜화관  623 강의실),목,15:00,17:00
EAS1,소컴켕,207-112(혜화관 112 112 강의실),월,16:30,18:25
EAS1,에린오카모토,207-106(혜화관 106 106 강의실),월,16:30,18:25
EAS1,에이미우,207-106(혜화관 106 106 강의실),수,14:00,16:00
EAS1,에이미우,207-104(혜화관 104 104 강의실),금,14:00,16:00
EAS1,에린오카모토,207-104(혜화관 104 104 강의실),월,19:40,21:30
EAS1,패트릭,207-106(혜화관 106 106 강의실),화,09:00,11:00
EAS1,폴로저스,207-112(혜화관 112 112 강의실),화,11:00,13:00
EAS1,마이클오코넬,207-112(혜화관 112 112 강의실),화,13:00,15:00
EAS1,김명숙,102-441(학술/문화관 K441 441 강의실),화,15:00,17:00
EAS1,에린오카모토,207-112(혜화관 112 112 강의실),화,17:00,18:50
EAS1,스티븐쿤스,201-114(사회과학/경영관 M114 강의실),화,18:50,20:30
EAS1,데미안,207-112(혜화관 112 112 강의실),수,09:00,11:00
EAS1,폴로저스,207-112(혜화관 112 112 강의실),수,11:00,13:00
EAS1,김명숙,102-439(학술/문화관 K439 439 강의실),수,13:00,15:00
EAS1,스티븐쿤스,201-129(사회과학/경영관 M129 강의실),수,17:00,18:50
EAS1,브라이언킨,207-105(혜화관 105 105 강의실),목,09:00,11:00
EAS1,패트릭,207-112(혜화관 112 112 강의실),목,11:00,13:00
EAS1,소컴켕,102-217(학술/문화관 K217 217 강의실),목,17:00,18:50
EAS1,스티븐쿤스,102-217(학술/문화관 K217 217 강의실),목,18:50,20:05
EAS1,스티븐쿤스,207-105(혜화관 105 105 강의실),수,18:50,20:30
EAS1,제이미커크,207-105(혜화관 105 105 강의실),월,09:00,11:00
EAS1,사무엘맥도널드,102-219(학술/문화관 K219 219 강의실),월,11:30,13:30
EAS1,지나한,102-462(학술/문화관 K462 462 강의실),화,13:00,15:00
EAS1,캐서린무어,207-113(혜화관 113 113 강의실),화,15:00,17:00
EAS1,션커멘,207-112(혜화관 112 112 강의실),월,09:00,11:00
EAS1,게럿파월,207-106(혜화관 106 106 강의실),목,13:00,15:00
EAS1,제이미커크,207-105(혜화관 105 105 강의실),금,09:00,11:00
EAS1,제프벨리,102-217(학술/문화관 K217 217 강의실),금,12:00,14:00
EAS1,쟌아다마,207-105(혜화관 105 105 강의실),금,16:00,18:00
EAS1,사무엘맥도널드,102-361(학술/문화관 K361 361 강의실),월,09:00,11:00
EAS1,에이미우,207-107(혜화관 107 107 강의실),목,15:30,17:30
EAS1,지나한,207-104(혜화관 104 104 강의실),금,09:00,11:00
EAS1,제이미커크,207-512(혜화관 512 512 강의실),금,12:00,14:00
EAS1,제프리조단,207-112(혜화관 112 112 강의실),월,11:00,13:00
